date,open,high,close,low,volume,price_change,p_change
2015-03-09,1941.42,1996.895,1994.39,1932.82,9924177.0,42.992,2.2
2015-03-06,2016.813,2018.182,1951.398,1949.287,11680900.0,-63.388,-3.15
2015-03-05,2015.703,2032.218,2014.786,1997.457,13729281.0,4.959,0.25
2015-03-04,1960.536,2011.078,2009.827,1960.536,13639178.0,48.084,2.45
2015-03-03,1987.332,2004.033,1961.743,1961.006,16073668.0,-25.243,-1.27
2015-03-02,1944.106,1987.798,1986.986,1940.32,15740468.0,58.942,3.06
2015-02-27,1880.63,1928.044,1928.044,1880.63,11591398.0,47.656,2.53
2015-02-26,1875.332,1891.782,1880.388,1847.73,10216134.0,3.643,0.19
2015-02-25,1899.389,1909.653,1876.745,1872.103,11076894.0,-17.561,-0.93
2015-02-24,1908.884,1936.071,1922.956,1908.884,202202.56,28.65,1.51
2015-02-17,1908.183,1909.906,1894.306,1873.17,9332696.0,-2.322,-0.12
2015-02-16,1836.714,1897.661,1896.628,1836.714,12084083.0,71.14,3.9
2015-02-13,1798.54,1828.235,1825.488,1796.41,9687093.0,36.679,2.05
2015-02-12,1777.216,1799.455,1788.809,1776.347,8295701.5,15.964,0.9
2015-02-11,1748.23,1783.237,1772.845,1748.23,7442504.0,25.17,1.44
2015-02-10,1707.262,1747.862,1747.675,1700.875,6188873.0,38.83,2.27
2015-02-09,1727.223,1753.5,1708.845,1702.562,7492941.5,-22.121,-1.28
2015-02-06,1772.352,1783.618,1730.966,1725.642,9614324.0,-43.346,-2.44
2015-02-05,1757.234,1809.719,1774.312,1741.959,12803030.0,16.573,0.94
2015-02-04,1753.769,1770.2,1757.739,1743.024,9854425.0,6.833,0.39
2015-02-03,1703.927,1762.728,1750.906,1703.927,10309985.0,54.077,3.19
2015-02-02,1667.119,1708.706,1696.829,1660.046,7051526.0,16.249,0.97
2015-01-30,1712.854,1721.143,1680.58,1679.692,7542110.5,-30.792,-1.8
2015-01-29,1717.398,1733.631,1711.372,1709.36,7044475.5,-20.041,-1.16
2015-01-28,1741.07,1759.003,1731.413,1727.923,9005078.0,-12.262,-0.7
2015-01-27,1742.465,1754.207,1743.675,1715.525,9485716.0,3.885,0.22
2015-01-26,1698.985,1740.366,1739.79,1698.985,8859796.0,42.502,2.5
2015-01-23,1742.087,1742.087,1697.288,1693.52,10102310.0,-46.749,-2.68
2015-01-22,1723.244,1744.082,1744.037,1716.389,11741563.0,21.456,1.25
2015-01-21,1704.101,1729.84,1722.581,1701.871,13657858.0,21.729,1.28
2015-01-20,1635.572,1700.941,1700.852,1635.572,11651173.0,70.787,4.34
2015-01-19,1608.251,1691.136,1630.065,1599.661,11434060.0,-9.49,-0.58
2015-01-16,1586.71,1641.533,1639.555,1586.636,8001356.0,53.22,3.35
2015-01-15,1584.677,1606.558,1586.335,1578.224,6413981.5,-1.672,-0.1
2015-01-14,1598.723,1605.155,1588.007,1579.554,6797307.5,-13.161,-0.82
2015-01-13,1587.691,1611.125,1601.168,1578.398,8482574.0,15.044,0.95
2015-01-12,1552.054,1587.182,1586.124,1550.62,7788308.0,32.885,2.12
2015-01-09,1535.328,1583.75,1553.239,1534.607,9200111.0,11.352,0.74
2015-01-08,1516.833,1565.774,1541.887,1516.833,8472051.0,18.5,1.21
2015-01-07,1542.4,1547.249,1523.387,1517.371,8511066.0,-16.441,-1.07
2015-01-06,1458.573,1542.151,1539.828,1454.137,11002411.0,75.054,5.12
2015-01-05,1470.578,1470.578,1464.774,1429.084,8048810.0,-6.99,-0.47
2014-12-31,1455.679,1479.856,1471.764,1451.287,6278563.0,11.656,0.8
2014-12-30,1491.1,1493.437,1460.108,1450.049,7632860.0,-39.292,-2.62
2014-12-29,1531.117,1531.117,1499.4,1491.21,8416280.0,-36.682,-2.39
2014-12-26,1531.2,1539.16,1536.082,1524.008,6024367.0,6.614,0.43
2014-12-25,1521.995,1531.636,1529.468,1514.227,5972622.5,9.67,0.64
2014-12-24,1502.667,1524.268,1519.798,1501.228,5908522.5,23.264,1.55
2014-12-23,1501.527,1543.348,1496.534,1489.118,7374960.0,-21.394,-1.41
2014-12-22,1583.955,1583.955,1517.928,1510.047,9139626.0,-78.883,-4.94
2014-12-19,1627.8,1627.8,1596.811,1568.983,8451846.0,-37.241,-2.28
2014-12-18,1641.577,1663.667,1634.052,1633.256,7890489.5,-10.16,-0.62
2014-12-17,1639.154,1652.975,1644.212,1623.696,8897670.0,-5.37,-0.33
2014-12-16,1665.298,1674.977,1649.582,1636.176,9025219.0,-7.916,-0.48
2014-12-15,1623.603,1664.26,1657.498,1619.702,10029890.0,33.929,2.09
2014-12-12,1588.241,1626.339,1623.569,1586.751,10250238.0,35.904,2.26
2014-12-11,1572.605,1593.382,1587.665,1563.315,10808212.0,14.98,0.95
2014-12-10,1499.33,1576.888,1572.685,1499.33,11645016.0,68.062,4.52
2014-12-09,1557.017,1577.748,1504.623,1504.227,13437291.0,-62.54,-3.99
2014-12-08,1575.303,1600.865,1567.163,1554.785,11905377.0,-14.744,-0.93
2014-12-05,1626.118,1626.118,1581.907,1544.465,12453165.0,-39.938,-2.46
2014-12-04,1604.891,1631.314,1621.845,1604.891,11818100.0,17.398,1.08
2014-12-03,1568.474,1604.88,1604.447,1540.423,13363363.0,39.03,2.49
2014-12-02,1554.464,1567.541,1565.417,1552.126,8125992.0,13.111,0.84
2014-12-01,1569.65,1569.65,1552.306,1544.184,8887778.0,-18.545,-1.18
2014-11-28,1562.829,1582.483,1570.851,1558.309,9557240.0,7.442,0.48
2014-11-27,1557.771,1566.834,1563.409,1548.287,7923711.5,9.189,0.59
2014-11-26,1544.687,1561.304,1554.22,1544.099,7977083.0,12.298,0.8
2014-11-25,1510.622,1541.922,1541.922,1510.247,8047757.0,34.111,2.26
2014-11-24,1513.428,1515.843,1507.811,1497.849,6760055.0,2.978,0.2
2014-11-21,1493.159,1508.217,1504.833,1493.159,5378336.0,10.242,0.69
2014-11-20,1504.584,1504.584,1494.591,1491.646,5896626.5,-10.961,-0.73
2014-11-19,1488.456,1509.728,1505.552,1488.456,5962341.0,23.692,1.6
2014-11-18,1471.082,1483.141,1481.86,1470.509,5174422.5,10.175,0.69
2014-11-17,1444.064,1474.36,1471.685,1437.992,5206731.0,30.472,2.11
2014-11-14,1438.966,1449.098,1441.213,1435.5,4424866.5,-1.646,-0.11
2014-11-13,1473.739,1473.739,1442.859,1434.269,6611010.5,-32.894,-2.23
2014-11-12,1457.239,1476.03,1475.753,1455.094,4657556.5,14.245,0.97
2014-11-11,1513.529,1514.372,1461.508,1452.032,7822258.0,-53.31,-3.52
2014-11-10,1525.198,1526.375,1514.818,1506.803,6105761.0,-7.807,-0.51
2014-11-07,1535.494,1543.717,1522.625,1517.286,7687743.0,-9.895,-0.65
2014-11-06,1513.722,1532.868,1532.52,1510.78,5793310.0,20.033,1.32
2014-11-05,1514.77,1517.015,1512.487,1505.978,5509058.0,-3.909,-0.26
2014-11-04,1531.821,1538.175,1516.396,1514.465,6341710.5,-13.496,-0.88
2014-11-03,1513.253,1529.899,1529.892,1513.199,5968475.0,16.625,1.1
2014-10-31,1527.605,1529.553,1513.267,1502.245,7055584.0,-12.5,-0.82
2014-10-30,1532.909,1539.207,1525.767,1522.637,6372165.0,-4.317,-0.28
2014-10-29,1525.983,1535.797,1530.084,1524.076,7395215.0,8.032,0.53
2014-10-28,1495.694,1522.052,1522.052,1495.694,6397386.0,30.042,2.01
2014-10-27,1473.662,1492.01,1492.01,1465.956,5325224.5,14.422,0.98
2014-10-24,1478.339,1493.527,1477.588,1473.059,4161694.75,-0.249,-0.02
2014-10-23,1500.547,1501.724,1477.837,1474.04,5499286.0,-26.715,-1.78
2014-10-22,1518.803,1524.802,1504.552,1503.817,5526244.5,-12.931,-0.85
2014-10-21,1535.066,1537.673,1517.483,1515.929,5896893.5,-14.897,-0.97
2014-10-20,1513.422,1532.38,1532.38,1513.422,4949388.0,21.326,1.41
2014-10-17,1527.457,1529.548,1511.054,1488.472,6580079.5,-15.506,-1.02
2014-10-16,1539.858,1551.842,1526.56,1526.537,6999899.0,-19.063,-1.23
2014-10-15,1539.347,1545.754,1545.623,1527.188,6510670.0,6.504,0.42
2014-10-14,1546.666,1560.059,1539.119,1532.444,7189510.5,-9.208,-0.59
2014-10-13,1548.177,1548.878,1548.327,1527.704,7501368.0,-5.89,-0.38
2014-10-10,1559.928,1563.874,1554.217,1546.223,8037671.0,-6.949,-0.45
2014-10-09,1562.102,1569.055,1561.166,1541.673,8744940.0,3.598,0.23
2014-10-08,1543.593,1557.568,1557.568,1537.01,7457259.0,16.694,1.08
2014-09-30,1527.26,1540.952,1540.874,1527.26,6685560.5,14.699,0.96
2014-09-29,1515.376,1526.363,1526.175,1515.376,7320545.0,14.818,0.98
2014-09-26,1506.313,1512.798,1511.357,1502.498,6589880.5,2.941,0.2
2014-09-25,1520.099,1523.25,1508.416,1505.651,8395692.0,-9.005,-0.59
2014-09-24,1501.039,1517.421,1517.421,1497.889,7284822.0,16.431,1.09
2014-09-23,1485.505,1502.04,1500.99,1483.037,5867363.5,17.637,1.19
2014-09-22,1496.959,1496.959,1483.353,1480.182,6547808.0,-15.771,-1.05
2014-09-19,1492.099,1501.385,1499.124,1486.283,5739032.5,8.337,0.56
2014-09-18,1477.314,1492.614,1490.787,1474.654,5775977.0,11.669,0.79
2014-09-17,1473.522,1481.064,1479.118,1456.502,6375396.5,5.988,0.41
2014-09-16,1527.065,1529.397,1473.13,1471.61,10281527.0,-53.005,-3.47
2014-09-15,1522.57,1528.57,1526.135,1517.304,8755358.0,2.014,0.13
2014-09-12,1512.397,1524.325,1524.121,1506.875,7805218.0,11.107,0.73
2014-09-11,1506.004,1532.305,1513.014,1502.389,9933643.0,8.1,0.54
2014-09-10,1491.413,1506.473,1504.914,1484.707,7241515.0,10.897,0.73
2014-09-09,1492.445,1497.424,1494.017,1479.055,7608182.5,4.182,0.28
2014-09-05,1497.992,1498.257,1489.835,1482.039,7758552.0,-5.678,-0.38
2014-09-04,1478.328,1495.811,1495.513,1472.894,9033362.0,17.84,1.21
2014-09-03,1468.093,1479.832,1477.673,1461.234,9037420.0,12.64,0.86
2014-09-02,1457.505,1465.038,1465.033,1452.707,7894489.0,12.19,0.84
2014-09-01,1428.365,1453.124,1452.843,1427.927,6008886.5,28.374,1.99
2014-08-29,1400.839,1424.469,1424.469,1400.83,4291320.0,20.674,1.47
2014-08-28,1423.343,1424.291,1403.795,1398.56,5339349.0,-16.745,-1.18
2014-08-27,1411.76,1427.315,1420.54,1411.76,5295962.0,9.39,0.67
2014-08-26,1440.704,1443.596,1411.15,1406.336,6777490.0,-32.656,-2.26
2014-08-25,1461.207,1461.492,1443.806,1439.855,7983739.0,-17.916,-1.23
2014-08-22,1450.101,1465.665,1461.722,1446.038,8606145.0,13.841,0.96
2014-08-21,1428.628,1447.912,1447.881,1421.244,7908640.0,20.477,1.44
2014-08-20,1438.288,1438.288,1427.404,1421.924,6900497.0,-8.992,-0.63
2014-08-19,1436.424,1446.792,1436.396,1427.055,9432676.0,7.657,0.54
2014-08-18,1394.638,1429.001,1428.739,1394.638,8789728.0,36.288,2.61
2014-08-15,1382.872,1392.486,1392.451,1377.932,6245268.0,12.148,0.88
2014-08-14,1384.717,1394.516,1380.303,1378.954,6046571.5,-4.006,-0.29
2014-08-13,1396.262,1397.098,1384.309,1370.077,6496260.0,-12.129,-0.87
2014-08-12,1398.148,1402.75,1396.438,1393.114,6211937.0,-1.346,-0.1
2014-08-11,1379.473,1397.969,1397.784,1379.473,6644964.0,20.339,1.48
2014-08-08,1368.06,1381.441,1377.445,1368.06,5634666.0,15.417,1.13
2014-08-07,1365.184,1381.457,1362.028,1361.333,6312172.0,-3.712,-0.27
2014-08-06,1357.528,1368.526,1365.74,1353.949,6297388.5,5.048,0.37
2014-08-05,1330.321,1363.12,1360.692,1321.203,8187878.5,30.871,2.32
2014-08-04,1325.009,1331.804,1329.821,1324.256,4450591.0,3.883,0.29
2014-08-01,1339.982,1343.581,1325.938,1324.191,5827999.5,-18.606,-1.38
2014-07-31,1342.734,1346.221,1344.544,1334.264,5111416.0,1.806,0.14
2014-07-30,1330.191,1345.347,1342.738,1329.074,5648183.0,10.974,0.82
2014-07-29,1315.749,1337.53,1331.764,1310.841,6079139.0,17.237,1.31
2014-07-28,1289.103,1316.037,1314.527,1286.66,5638570.5,28.759,2.24
2014-07-25,1271.427,1288.672,1285.768,1270.365,4254078.0,13.889,1.09
2014-07-24,1291.485,1291.485,1271.879,1255.69,5836969.0,-21.215,-1.64
2014-07-23,1330.139,1332.362,1293.094,1287.644,5764229.0,-36.255,-2.73
2014-07-22,1306.317,1330.291,1329.349,1305.027,5221611.0,22.384,1.71
2014-07-21,1304.721,1313.557,1306.965,1287.235,4751454.0,1.043,0.08
2014-07-18,1309.957,1321.928,1305.922,1300.757,4258228.0,-6.887,-0.53
2014-07-17,1315.093,1323.238,1312.809,1304.579,4655989.5,-5.806,-0.44
2014-07-16,1338.921,1344.364,1318.615,1310.861,6365693.0,-22.654,-1.69
2014-07-15,1364.081,1366.163,1341.269,1332.874,6879634.5,-25.801,-1.89
2014-07-14,1358.173,1367.818,1367.07,1342.564,6850127.5,7.728,0.57
2014-07-11,1361.569,1372.124,1359.342,1351.77,5975015.5,-4.54,-0.33
2014-07-10,1384.454,1387.889,1363.882,1362.352,6647833.0,-20.697,-1.5
2014-07-09,1410.393,1418.682,1384.579,1384.256,8070078.5,-26.146,-1.85
2014-07-08,1392.347,1410.725,1410.725,1379.493,7016326.0,16.836,1.21
2014-07-07,1411.989,1411.989,1393.889,1381.941,7084421.5,-17.749,-1.26
2014-07-04,1421.677,1423.89,1411.638,1406.207,7316971.0,-10.965,-0.77
2014-07-03,1419.814,1428.672,1422.603,1412.155,8500083.0,2.666,0.19
2014-07-02,1413.173,1425.297,1419.937,1402.217,6868491.0,8.201,0.58
2014-07-01,1405.439,1415.331,1411.736,1398.148,6717447.0,7.026,0.5
2014-06-30,1388.474,1404.71,1404.71,1374.298,6949853.5,15.895,1.15
2014-06-27,1388.38,1397.965,1388.815,1382.071,6332964.0,2.542,0.18
2014-06-26,1360.199,1391.295,1386.273,1360.199,6215073.0,27.565,2.03
2014-06-25,1368.664,1368.664,1358.708,1347.819,4691084.0,-10.731,-0.78
2014-06-24,1360.078,1372.155,1369.439,1359.13,4984335.0,8.156,0.6
2014-06-23,1335.18,1366.591,1361.283,1335.18,5181034.0,27.301,2.05
2014-06-20,1319.108,1335.646,1333.982,1313.139,4306847.0,13.327,1.01
2014-06-19,1363.453,1370.31,1320.655,1310.492,6169263.0,-43.336,-3.18
2014-06-18,1377.577,1384.866,1363.991,1363.749,5369211.5,-13.44,-0.98
2014-06-17,1396.38,1396.38,1377.431,1377.404,6155892.0,-18.18,-1.3
2014-06-16,1384.157,1397.63,1395.611,1384.157,7087250.5,12.878,0.93
2014-06-13,1361.087,1386.348,1382.733,1359.652,6785669.0,18.994,1.39
2014-06-12,1364.414,1375.975,1363.739,1358.083,6252621.0,-3.649,-0.27
2014-06-11,1350.375,1371.246,1367.388,1348.404,6386047.5,13.517,1.0
2014-06-10,1327.105,1356.967,1353.871,1316.84,6258185.0,27.196,2.05
2014-06-09,1348.765,1349.915,1326.675,1326.629,5076008.5,-23.772,-1.76
2014-06-06,1354.905,1362.978,1350.447,1340.826,6391925.5,-5.035,-0.37
2014-06-05,1320.143,1356.531,1355.482,1317.532,6996637.0,33.764,2.56
2014-06-04,1318.327,1321.718,1321.718,1303.364,5190901.0,2.093,0.16
2014-06-03,1317.99,1332.783,1319.625,1317.99,4731119.0,1.498,0.11
2014-05-30,1312.303,1323.594,1318.127,1300.092,4542102.0,3.915,0.3
2014-05-29,1338.299,1341.574,1314.212,1312.421,4997244.0,-24.759,-1.85
2014-05-28,1306.285,1339.032,1338.971,1306.285,6178722.0,32.687,2.5
2014-05-27,1319.664,1319.664,1306.284,1303.148,4551054.0,-14.475,-1.1
2014-05-26,1301.865,1323.843,1320.759,1301.865,6025381.5,24.761,1.91
2014-05-23,1269.176,1296.835,1295.998,1262.102,4643110.5,26.485,2.09
2014-05-22,1259.874,1287.87,1269.513,1259.874,4370131.0,11.717,0.93
2014-05-21,1241.017,1257.796,1257.796,1231.865,2859746.75,13.149,1.06
2014-05-20,1239.65,1261.943,1244.647,1239.65,3442952.75,16.276,1.32
2014-05-19,1224.649,1233.84,1228.371,1213.991,2679088.75,1.898,0.15
2014-05-16,1250.375,1252.387,1226.473,1210.812,3474926.25,-27.406,-2.19
2014-05-15,1276.642,1283.429,1253.879,1253.616,3355680.5,-24.782,-1.94
2014-05-14,1273.207,1282.345,1278.661,1269.241,2602917.75,2.417,0.19
2014-05-13,1274.57,1293.818,1276.244,1273.328,3152614.25,-2.038,-0.16
2014-05-12,1263.915,1281.097,1278.282,1250.942,3196732.75,19.698,1.56
2014-05-09,1279.678,1282.82,1258.466,1249.564,2350492.25,-21.371,-1.67
2014-05-08,1284.438,1300.829,1279.837,1279.292,2677583.25,-10.188,-0.79
2014-05-07,1313.377,1313.377,1290.025,1289.562,3029027.0,-26.833,-2.04
2014-05-06,1301.594,1327.799,1316.858,1301.594,3426177.25,14.712,1.13
2014-05-05,1281.163,1302.675,1302.146,1279.31,2650564.5,18.937,1.48
2014-04-30,1266.344,1287.768,1283.209,1266.344,2729920.25,16.666,1.32
2014-04-29,1253.237,1274.207,1266.543,1248.318,2702526.0,9.28,0.74
2014-04-28,1283.639,1283.866,1257.263,1256.123,3288093.0,-34.64,-2.68
2014-04-25,1316.374,1318.067,1291.903,1290.356,2849979.0,-27.602,-2.09
2014-04-24,1325.856,1326.959,1319.505,1303.228,3180701.5,-6.933,-0.52
2014-04-23,1332.93,1338.67,1326.438,1318.235,2958990.25,-9.749,-0.73
2014-04-22,1361.578,1367.63,1336.187,1317.102,3667130.5,-27.664,-2.03
2014-04-21,1367.927,1384.685,1363.851,1363.008,3524365.5,-13.568,-0.98
2014-04-18,1365.357,1377.842,1377.419,1362.613,3052558.0,9.828,0.72
2014-04-17,1360.749,1373.848,1367.591,1360.749,2834631.0,8.287,0.61
2014-04-16,1365.831,1367.91,1359.304,1353.777,2601784.0,-10.585,-0.77
2014-04-15,1375.693,1380.863,1369.889,1367.227,3358859.0,-2.839,-0.21
2014-04-14,1367.746,1378.321,1372.728,1367.746,3350384.0,8.829,0.65
2014-04-11,1370.398,1370.398,1363.899,1352.129,3510937.25,-17.243,-1.25
2014-04-10,1374.612,1395.036,1381.142,1374.612,4708382.5,10.68,0.78
2014-04-09,1355.366,1376.694,1370.462,1355.366,4088731.75,19.279,1.43
2014-04-08,1335.392,1351.827,1351.183,1327.799,3794370.75,4.445,0.33
2014-04-04,1323.413,1347.053,1346.738,1316.949,2770356.25,20.562,1.55
2014-04-03,1326.809,1344.318,1326.176,1318.823,3019843.0,-1.807,-0.14
2014-04-02,1356.679,1360.883,1327.983,1316.903,3245949.5,-27.068,-2.0
2014-04-01,1327.175,1355.735,1355.051,1326.248,3114187.5,27.251,2.05
2014-03-31,1327.234,1340.47,1327.8,1315.492,2827274.0,-2.7,-0.2
2014-03-28,1363.873,1364.257,1330.5,1317.412,4579607.0,-37.464,-2.74
2014-03-27,1415.551,1417.358,1367.964,1367.964,4085539.25,-49.65,-3.5
2014-03-26,1396.907,1424.254,1417.614,1396.907,3874384.5,22.79,1.63
2014-03-25,1392.143,1410.478,1394.824,1385.003,3099488.75,-2.47,-0.18
2014-03-24,1411.776,1416.858,1397.294,1392.511,3925648.75,-22.546,-1.59
2014-03-21,1405.9,1427.923,1419.84,1379.739,4461097.0,2.182,0.15
2014-03-20,1463.072,1466.415,1417.658,1417.17,4678306.0,-48.559,-3.31
2014-03-19,1481.493,1482.302,1466.217,1456.898,4188301.25,-19.423,-1.31
2014-03-18,1479.38,1493.392,1485.64,1478.721,4848273.5,8.225,0.56
2014-03-17,1436.105,1477.68,1477.415,1435.32,3803460.0,43.394,3.03
2014-03-14,1433.463,1450.383,1434.021,1424.008,3261496.5,-2.835,-0.2
2014-03-13,1401.549,1437.148,1436.856,1401.431,3438719.0,37.59,2.69
2014-03-12,1390.86,1418.612,1399.266,1378.89,4515111.0,3.453,0.25
2014-03-11,1399.9,1410.382,1395.813,1380.967,4148921.25,-11.26,-0.8
2014-03-10,1446.063,1446.063,1407.073,1404.586,5040936.5,-53.538,-3.67
